Chapters,Verse,Verse_Number,Verse_Meaning
Chapter 5,"""Those who have realized the supreme, know that I am the source of all creation, and they worship me with devotion, attaining eternal peace.""",Verse 5.29,"Krishna to Arjuna: The one who takes refuge in Me, knowing Me as the Supreme Lord of all worlds and the friend of all beings, attains eternal peace and freedom from suffering."
Chapter 6,"""One who renounces all actions and performs their duties without attachment is a true renunciant, a true yogi.""",Verse 6.1,Krishna to Arjuna: The true renunciate is not one who merely gives up actions but one who performs duties selflessly without attachment to the results. Such a person is both a renunciate and a yogi.
Chapter 6,"""Yoga is the path of self-discipline, where one controls the mind and attains union with the divine. A true yogi is one who works with a disciplined mind.""",Verse 6.2,"Krishna to Arjuna: O Arjuna, know that what is called renunciation is also true Yoga. No one can become a perfect yogi without renouncing the desire for the fruits of actions."
Chapter 6,"""A person who has mastered the art of yoga, while living in the world, remains unattached to worldly desires, performing all actions selflessly.""",Verse 6.3,Krishna to Arjuna: The one who has just begun the path of Yoga works through action. But the one who has attained perfection in Yoga transcends all material efforts and rests in self-realization.
Chapter 6,"""One who has reached the highest state of yoga, and whose mind is free from attachment, sees all beings equally and perceives the divine presence in all.""",Verse 6.4,"Krishna to Arjuna: When a yogi has given up all desires and attachments, remaining content in the Self alone, they are said to be truly established in Yoga."
Chapter 6,"""A yogi must always strive to lift themselves up through their own efforts and should never degrade themselves. The mind is the friend and the enemy of the self.""",Verse 6.5,"Krishna to Arjuna: Let a person uplift themselves by their own efforts, not degrade themselves. The mind alone is both a friend and an enemy of the self."
Chapter 6,"""For one who has conquered the mind, the mind is their best friend. But for one who has failed to do so, the mind acts as the enemy.""",Verse 6.6,"Krishna to Arjuna: For one who has conquered the mind, the mind is the greatest friend. But for one who has not mastered the mind, it acts as an enemy, leading to suffering."
Chapter 6,"""A yogi who has subdued the mind, with a calm and composed nature, remains unaffected by external circumstances.""",Verse 6.7,"Krishna to Arjuna: The self-controlled person, who is free from dualities and remains equanimous in honor and dishonor, happiness and distress, is firmly established in spiritual wisdom."
Chapter 6,"""Such a person sees gold and dirt equally, and treats both with the same regard, remaining unattached and unaffected by worldly desires.""",Verse 6.8,"Krishna to Arjuna: The one who is satisfied with knowledge and wisdom, who is undisturbed in all situations, and who remains detached from material possessions, is truly a perfected yogi."
Chapter 6,"""The yogi who is detached from the material world and is free from desires, attains the highest state of being and experiences supreme peace.""",Verse 6.9,"Krishna to Arjuna: A true yogi sees all beings with equal vision—whether it is a kind teacher, a friend, a neutral person, an enemy, or even a saint or sinner."
Chapter 6,"""A true yogi remains isolated from worldly distractions, and through constant practice, attains inner peace and union with the divine.""",Verse 6.10,"Krishna to Arjuna: A yogi should always remain absorbed in meditation, dwelling in solitude, with a controlled mind, free from desires and possessiveness."
Chapter 6,"""The yogi should sit in a clean place, with a focused mind, free from distractions, and practice meditation on the divine, controlling the senses and the mind.""",Verse 6.11,"Krishna to Arjuna: The yogi should sit in a clean, sacred place on a firm seat, neither too high nor too low, covered with a cloth, deerskin, and kusha grass."
Chapter 6,"""While meditating, the yogi should remain steady, calm, and composed, controlling all desires and focusing the mind on the divine alone.""",Verse 6.12,"Krishna to Arjuna: Sitting there, the yogi should fix the mind on the Supreme, remain undisturbed, and meditate with a steady mind, free from distractions."
Chapter 6,"""By fixing the mind in meditation and sitting in a steady posture, the yogi remains free from distractions, with a single-pointed focus on the divine.""",Verse 6.13,"Krishna to Arjuna: The yogi should keep the body, head, and neck erect, focusing the gaze at the tip of the nose without looking around."
Chapter 6,"""With a mind disciplined and free from attachment, the yogi is unaffected by external circumstances and attains the highest level of peace.""",Verse 6.14,"Krishna to Arjuna: With a serene mind, free from fear, practicing celibacy, and fixing the thoughts on Me, the yogi attains ultimate peace and liberation."
Chapter 6,"""The yogi who is balanced in their actions, and who meditates with full dedication, attains the supreme peace and experiences the presence of the divine.""",Verse 6.15,"Krishna to Arjuna: Thus, by constantly practicing meditation, the yogi attains liberation and reaches My eternal abode."
Chapter 6,"""Yoga is not for the one who eats too much or too little, nor for the one who sleeps too much or stays awake too long. The balanced approach is the key.""",Verse 6.16,"Krishna to Arjuna: O Arjuna, one who eats too much or too little, who sleeps too much or too little, cannot succeed in Yoga."
Chapter 6,"""The person who has mastered yoga, who controls their senses, and who remains detached from all desires, finds peace and contentment.""",Verse 6.17,"Krishna to Arjuna: The one who is moderate in eating, sleeping, work, and recreation can achieve success in Yoga and remain free from suffering."
Chapter 6,"""Through steady practice, the yogi becomes free from distractions, and through meditation, attains a focused, one-pointed mind.""",Verse 6.18,"Krishna to Arjuna: When the mind is completely withdrawn from material desires and fixed in the Self, the yogi is said to be established in Yoga."
